odtItemId,odtId,odtOrdenId,odtDescripcion,productoId,codigoInterno,nombre,cantidad,estado,obs
2541,4050,7491,OT #12967 — No hay,0,DAS001-B,AROS DE AGILIDAD 50 CM 11 PIEZAS CON BOLSA ,1,Pendiente,CONVENIO MARCO
2542,4050,7491,OT #12967 — No hay,537,MK-299, PLASTIMAR PARACAIDAS EDUCACIÃ“N FÃSICA 200 cms - 8 manillas,1,Pendiente,CONVENIO MARCO
2543,4072,7500,OT #13053 — TIEMPO DE ENTREGA 15 DIAS HABILES -,0,MK-07B ,ARCO DE ESTIMULACION 75x90x55 (3 pza),1,Pendiente,
2544,4072,7500,OT #13053 — TIEMPO DE ENTREGA 15 DIAS HABILES -,958,MK-26,CENTRO PISCINA CON ACCESO - 5 PIEZAS,1,Pendiente,
2545,4072,7500,OT #13053 — TIEMPO DE ENTREGA 15 DIAS HABILES -,1230,MK-03,CENTRO PSICOMOTRIZ SALA CUNA 140X150X25 CM  (9 PZAS),1,Pendiente,
2547,4072,7500,OT #13053 — TIEMPO DE ENTREGA 15 DIAS HABILES -,377,MK-358,CUBO DE VESTIR,1,Pendiente,
2548,4072,7500,OT #13053 — TIEMPO DE ENTREGA 15 DIAS HABILES -,3337,MK-255,CUNCUNA CON ESPEJOS 5 CUERPOS,1,Pendiente,
2549,4072,7500,OT #13053 — TIEMPO DE ENTREGA 15 DIAS HABILES -,8871,MK-507,JUEGO DE LANZAMIENTO,1,Pendiente,
2550,4072,7500,OT #13053 — TIEMPO DE ENTREGA 15 DIAS HABILES -,910,MK-01B,PISCINA SENSORIAL REDONDA 130x55 CMS + 200 PELOTITAS,1,Pendiente,
2551,4072,7500,OT #13053 — TIEMPO DE ENTREGA 15 DIAS HABILES -,7584,MK-340B,RANA TRAGA-TRAGA ,1,Pendiente,
2554,4048,7508,OT #12990 — No hay,4064,MK-307,"MURO ESCALADA 2.4x1,2 MT",1,Pendiente,CONVENIO MARCO
2555,4048,7508,OT #12990 — No hay,3425,MK-222,SAQUITOS SENSORIAL OLFATIVO (6 PIEZAS),1,Pendiente,CONVENIO MARCO
2557,4057,7511,OT #12996 — TIEMPO DE ENTREGA 5 DIAS HABILES -,4657,MK-209_1,CUÃ‘A KINESICA 50x50x20 CMS,2,Pendiente,COMPRA AGIL 5 DIAS DE DESPACHO - CUERPO COLOR AZUL OSCURO Y LATERALES CELESTE
2558,4049,7517,OT #12992 — No hay,10121,MK-600E,ESPEJO SIN PASAMANOS 130X70 CM,1,Pendiente,
2559,4051,7518,OT #12949 — No hay,9752,MK-13B,CENTRO DE PSICOMOTRICIDAD ALLEGRO 6 PIEZAS,1,Pendiente,CONVENIO MARCO
2560,4051,7518,OT #12949 — No hay,5091,MK-12G,SET PSICOMOTRICIDAD (3 PIEZAS) 170X50X30 CMS ALTO,1,Pendiente,CONVENIO MARCO
2561,4073,7521,OT #13055 — No hay,10223,MK-427E,CILINDRO 50x15 CM,1,Pendiente,
2562,4073,7521,OT #13055 — No hay,10222,MK-133,RAMPA CUÃ‘A 48x46x23 CM,1,Pendiente,"Rampa cuÃ±a que permite el desarrollo sensor y motriz, es decir aporta al trabajo sensitivo y de movimientos. Dimensiones: 48 x 46 x 23 cms. alto. PUNTA RECTA DE  4 CMS"
2564,4047,7535,OT #12989 — TIEMPO DE ENTREGA 10 DIAS HABILES -,9007,MK-317,KIT PRONO VIGIL - 5 PIEZAS - FREE KID,1,Pendiente,
2565,4097,7537,OT #13108 — No hay,377,MK-358,CUBO DE VESTIR,8,Pendiente,LICITACION 5 DIAS HABILES
2566,4097,7537,OT #13108 — No hay,962,MK-29,CUBO GIGANTE DE HABILIDADES MOTRICES 35 CM,8,Pendiente,LICITACION 5 DIAS HABILES
2567,4075,7543,OT #13060 — TIEMPO DE ENTREGA 7 DIAS HABILES-,8118,MK-601B,PISCINA SENSORIAL CUADRADA 150X150X40 + 500 PELOTAS,1,Pendiente,
2570,4092,7546,OT #13098 — No hay,8866,MK-301E,CUBO FONEMAS IMAGEN REAL,1,Pendiente,
2571,4069,7547,OT #13046 — TIEMPO DE ENTREGA 10 DIAS HABILES -,10444,MK-03E,REFUGIO MULTICOLOR 150X130X25 CM,1,Pendiente,
2572,4086,7551,OT #13089 — No hay,65,MK-270,DADO GIGANTE 50X50 CM,1,Pendiente,CONVENIO MARCO- 
2573,4090,7559,OT #13093 — TIEMPO DE ENTREGA 10 DIAS HABILES -,961,MK-28,ASIENTO CUNCUNA,1,Pendiente,
2574,4090,7559,OT #13093 — TIEMPO DE ENTREGA 10 DIAS HABILES -,8833,MK-97D,CIRCUITO ESCALADOR DOBLE (7 PIEZAS),1,Pendiente,
2575,4090,7559,OT #13093 — TIEMPO DE ENTREGA 10 DIAS HABILES -,6698,MK-339,GIMNASIO ESTIMULACION MOTRIZ,1,Pendiente,
2576,4090,7559,OT #13093 — TIEMPO DE ENTREGA 10 DIAS HABILES -,3890,MK-304,MODULO NÂº 3 (19 PIEZAS),1,Pendiente,
2577,4079,7562,OT #13073 — No hay,4500,MK-600C,ESPEJO CON PASAMANOS 130X70 CM,1,Pendiente,
2578,4100,7566,OT #13115 — No hay,4277,MK-253,CAMINO CON TEXTURAS (5 PIEZAS),1,Pendiente,CONVENIO MARCO
2581,4100,7566,OT #13115 — No hay,1028,MK-67,PLATO EQUILIBRIO ,1,Pendiente,CONVENIO MARCO
2584,4094,7573,OT #13104 — TIEMPO DE ENTREGA 7 DIAS HABILES -,9752,MK-13B,CENTRO DE PSICOMOTRICIDAD ALLEGRO 6 PIEZAS,1,Pendiente,
2586,4105,7574,OT #13129 — No hay,737,MK-190,BOWLING GIGANTE (8 PIEZAS),1,Pendiente,
2587,4105,7574,OT #13129 — No hay,116,MK-10,CENTRO DE ESTIMULACION MOTRIZ,1,Pendiente,
2588,4087,7572,OT #13090 — TIEMPO DE ENTREGA 10 DIAS HABILES-,737,MK-190,BOWLING GIGANTE (8 PIEZAS),2,Pendiente,CONVENIO MARCO 
2589,4087,7572,OT #13090 — TIEMPO DE ENTREGA 10 DIAS HABILES-,6546,MK-336,TITERES PAREJA ETNIAS CHILENAS MAPUCHE,1,Pendiente,CONVENIO MARCO
2590,4103,7577,OT #13123 — No hay,9163,MK-256B,CUBO DE MOVIMIENTO CON TARJETAS 20X20 CM,1,Pendiente,
2592,4117,7581,OT #13166 — TIEMPO DE ENTREGA 5 DIAS HABILES -,3035,MK-259,CINTURÃ“N PARA FISIOTERAPIA,1,Pendiente,
2593,4117,7581,OT #13166 — TIEMPO DE ENTREGA 5 DIAS HABILES -,9163,MK-256B,CUBO DE MOVIMIENTO CON TARJETAS 20X20 CM,1,Pendiente,
2594,4117,7581,OT #13166 — TIEMPO DE ENTREGA 5 DIAS HABILES -,377,MK-358,CUBO DE VESTIR,1,Pendiente,
2597,4117,7581,OT #13166 — TIEMPO DE ENTREGA 5 DIAS HABILES -,2198,MK-42,PELOTA TERAPEUTICA 25 CMS,1,Pendiente,
2599,4123,7587,OT #13181 — No hay,3291,MK-20F,CILINDRO  120x25 CMS ,4,Pendiente,
2602,4093,7588,OT #13099 — TIEMPO DE ENTREGA 10 DIAS HABILES-,6666,MK-520,DOMINO GIGANTE SOFT ,1,Pendiente,COMPRA AGIL 
2603,4114,7594,OT #13156 — No hay,981,MK-31,MODULO L (12 PIEZAS),1,Pendiente,CONVENIO MARCO
2605,4179,7607,OT #13278 — No hay,0,MK-07B ,ARCO DE ESTIMULACION 75x90x55 (3 pza),1,Pendiente,
2606,4179,7607,OT #13278 — No hay,4386,MK-257,ATRAPA COLITAS ,1,Pendiente,
2607,4179,7607,OT #13278 — No hay,10347,MK-268K,BANDA ELASTICA DE MOVIMIENTO,2,Pendiente,
2608,4179,7607,OT #13278 — No hay,5751,MK-500,BARRA DE EQUILIBRIO 320x12x23 CM,1,Pendiente,
2609,4179,7607,OT #13278 — No hay,9163,MK-256B,CUBO DE MOVIMIENTO CON TARJETAS 20X20 CM,1,Pendiente,
2610,4179,7607,OT #13278 — No hay,377,MK-358,CUBO DE VESTIR,1,Pendiente,
2611,4179,7607,OT #13278 — No hay,3412,MK-251,CUBO DIDÃCTICO DE CIERRES ,1,Pendiente,
2614,4179,7607,OT #13278 — No hay,8155,MK-512,LUDOTECA CIRCULAR 150x30 CM (6 PZAS),1,Pendiente,
2615,4179,7607,OT #13278 — No hay,7679,MK-32B,RULO 90 cm largo x 70 cm. diÃ¡metro (1 PZA),1,Pendiente,
2616,4119,7606,OT #13169 — No hay,1016,MK-59,COLUMPIO VESTIBULADOR ROLLO COLUMPIO - 1 PIEZA,2,Pendiente,CONVENIO MARCO
2617,4119,7606,OT #13169 — No hay,1028,MK-67,PLATO EQUILIBRIO ,4,Pendiente,CONVENIO MARCO
2619,4110,7608,OT #13145 — No hay,4279,MK-350,PARACAIDAS SENSORIAL CON GUIA - 8 MANILLAS - 1.80 MTS DIAMETRO,1,Pendiente,CONVENIO MARCO
2620,4135,7611,OT #13198 — TIEMPO DE ENTREGA 8 DIAS HABILES -,737,MK-190,BOWLING GIGANTE (8 PIEZAS),1,Pendiente,CONVENIO MARCO
2621,4135,7611,OT #13198 — TIEMPO DE ENTREGA 8 DIAS HABILES -,1028,MK-67,PLATO EQUILIBRIO ,1,Pendiente,CONVENIO MARCO
2625,4157,7623,OT #13223 — No hay,11584,MK-99,GIMNASIO INTERACTIVO,1,Pendiente,
2626,4157,7623,OT #13223 — No hay,10351,MK-13E,GIMNASIO MOVAMONOS 6 PIEZAS,1,Pendiente,
2627,4157,7623,OT #13223 — No hay,1875,MK-218F,POUF CIRCULAR INFANTIL 40X20 CM / D25,1,Pendiente,
2629,4340,7627,OT #13593 — TIEMPO ENTREGA 3 DIAS HABILES,0,MK-07B ,ARCO DE ESTIMULACION 75x90x55 (3 pza),4,Pendiente,CONVENIO MARCO
2630,4176,7628,OT #13271 — TIEMPO DE ENTREGA 8 DIAS HABILES-,9752,MK-13B,CENTRO DE PSICOMOTRICIDAD ALLEGRO 6 PIEZAS,1,Pendiente,CONVENIO MARCO
2631,4176,7628,OT #13271 — TIEMPO DE ENTREGA 8 DIAS HABILES-,8871,MK-507,JUEGO DE LANZAMIENTO,1,Pendiente,CONVENIO MARCO
2633,4127,7630,OT #13186 — TIEMPO DE ENTREGA 6 DIAS HABILES -,1303,MK-144B,CAJA SENSORIAL,1,Pendiente,CONVENIO MARCO
2635,4120,7653,OT #13172 — TIEMPO DE ENTREGA 8 DIAS HABILES-,4500,MK-600C,ESPEJO CON PASAMANOS 130X70 CM,1,Pendiente,
2636,4136,7652,OT #13185 — No hay,4796,MK-209_8,CUÃ‘A ANTIREFLUJO PARA ADULTO,2,Pendiente,
2637,4180,7651,OT #13279 — No hay,10121,MK-600E,ESPEJO SIN PASAMANOS 130X70 CM,1,Pendiente,
2638,4121,7645,OT #13175 — TIEMPO DE ENTREGA 8 DIAS HABILES -,8861,MK-503A,DOMINO GIGANTE SENSORIAL Y COLOR,1,Pendiente,CONVENIO MARCO
2639,4143,7640,OT #13206 — TIEMPO ENTREGA 3 DIAS HABILES -,9166,MK-32C,RULO DE TERAPIA CON CILINDRO INTERIOR (2 PIEZAS) 60X60 CM,1,Pendiente,
2640,4128,7661,OT #13187 — No hay,1023,MK-61,COLUMPIO VESTIBULADOR FLEXOR 1 PIEZA,1,Pendiente,
2641,4149,7669,OT #13212 — TIEMPO DE ENTREGA 5 DIAS HABILES -,10123,MK-600G,BARRA MONTESSORI 150x70cm,1,Pendiente,CONVENIO MARCO
2643,4169,7676,OT #13255 — No hay,4064,MK-307,"MURO ESCALADA 2.4x1,2 MT",1,Pendiente,
2648,4146,7634,OT #13209 — No hay,5751,MK-500,BARRA DE EQUILIBRIO 320x12x23 CM,1,Pendiente,
2649,4146,7634,OT #13209 — No hay,1303,MK-144B,CAJA SENSORIAL,1,Pendiente,
2650,4146,7634,OT #13209 — No hay,119,MK-13,CENTRO DE PSICOMOTRICIDAD CALA,1,Pendiente,
2652,4146,7634,OT #13209 — No hay,9142,MK-268D,HAMACA O COLUMPIO SENSORIAL DE LYCRA,1,Pendiente,
2653,4146,7634,OT #13209 — No hay,3212,MK-214,PANAL DE TEXTURAS,1,Pendiente,
2655,4146,7634,OT #13209 — No hay,8532,MK-41C,POUF PERA (ECOCUERO) 70 X 85 CMS,1,Pendiente,
2656,4146,7634,OT #13209 — No hay,3425,MK-222,SAQUITOS SENSORIAL OLFATIVO (6 PIEZAS),1,Pendiente,
2657,4146,7634,OT #13209 — No hay,3965,MK-309,SET PISTA SENSORIALES,1,Pendiente,
2659,4253,7684,OT #13429 — No hay,10508,MK-305E,SET 6 ESTRELLAS SENSORIALES,2,Pendiente,CONVENIO MARCO - DIFERENTES TEXTURAS Y DIFERENTES COLORES
2661,4148,7691,OT #13211 — No hay,4064,MK-307,"MURO ESCALADA 2.4x1,2 MT",1,Pendiente,CONVENIO MARCO
2662,4148,7691,OT #13211 — No hay,8462,MK-323B,SET DE 6 CILINDROS DESLIZANTES ,1,Pendiente,CONVENIO MARCO
2663,4148,7691,OT #13211 — No hay,3965,MK-309,SET PISTA SENSORIALES,1,Pendiente,CONVENIO MARCO
2665,4140,7693,OT #13203 — No hay,3388,MK-221,PISCINA SENSORIAL CUADRADA PARA LACTANTES 100x100x30 CMS,1,Pendiente,VENTA FALABELLA
2667,4181,7700,OT #13280 — No hay,1023,MK-61,COLUMPIO VESTIBULADOR FLEXOR 1 PIEZA,1,Pendiente,CONVENIO MARCO
2668,4181,7700,OT #13280 — No hay,1019,MK-60,COLUMPIO VESTIBULADOR MUDADOR 90x60x10 CMS - 1 PIEZA,1,Pendiente,CONVENIO MARCO
2669,4181,7700,OT #13280 — No hay,9129,MK-601H,PISCINA SENSORIAL CUADRADA 130X130X40 CM + 400 PELOTITAS,1,Pendiente,CONVENIO MARCO
2671,4166,7701,OT #13249 — No hay,961,MK-28,ASIENTO CUNCUNA,1,Pendiente,CONVENIO MARCO
2672,4166,7701,OT #13249 — No hay,1303,MK-144B,CAJA SENSORIAL,1,Pendiente,CONVENIO MARCO
2673,4165,7712,OT #13248 — TIEMPO DE ENTREGA 6 DIAS HABILES -,2971,MK-197,GIMNASIO ESTIMULACION SENSORIAL,1,Pendiente,
2674,4158,7713,OT #13227 — No hay,3035,MK-259,CINTURÃ“N PARA FISIOTERAPIA,1,Pendiente,
2676,4190,7720,OT #13298 — No hay,9754,MK-13D,CIRCUITO DE ESTIMULACION 6 PIEZAS,5,Pendiente,CONVENIO MARCO 
2677,4190,7720,OT #13298 — No hay,1023,MK-61,COLUMPIO VESTIBULADOR FLEXOR 1 PIEZA,5,Pendiente,CONVENIO MARCO 
2678,4190,7720,OT #13298 — No hay,1232,MK-307D,MURO ESCALADA 1,1,Pendiente,CONVENIO MARCO 
2679,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,3958,MK-310, PISTA DE GATEO,1,Pendiente,CONVENIO MARCO
2680,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,537,MK-299, PLASTIMAR PARACAIDAS EDUCACIÃ“N FÃSICA 200 cms - 8 manillas,1,Pendiente,CONVENIO MARCO
2682,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,5751,MK-500,BARRA DE EQUILIBRIO 320x12x23 CM,1,Pendiente,CONVENIO MARCO
2683,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,737,MK-190,BOWLING GIGANTE (8 PIEZAS),1,Pendiente,CONVENIO MARCO
2684,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,9752,MK-13B,CENTRO DE PSICOMOTRICIDAD ALLEGRO 6 PIEZAS,1,Pendiente,CONVENIO MARCO
2688,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,1023,MK-61,COLUMPIO VESTIBULADOR FLEXOR 1 PIEZA,1,Pendiente,CONVENIO MARCO
2689,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,1019,MK-60,COLUMPIO VESTIBULADOR MUDADOR 90x60x10 CMS - 1 PIEZA,1,Pendiente,CONVENIO MARCO
2690,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,1016,MK-59,COLUMPIO VESTIBULADOR ROLLO COLUMPIO - 1 PIEZA,1,Pendiente,CONVENIO MARCO
2691,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,4666,MK-65,ESPALDERA ESCALADA,1,Pendiente,CONVENIO MARCO
2692,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,8593,MK-193B,MEDIO CILINDRO BALANCIN 150X60X30 CMS,1,Pendiente,CONVENIO MARCO
2693,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,5749,MK-215,PASILLO DE SENSACIONES PLANTARES,1,Pendiente,CONVENIO MARCO
2694,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,1650,MK-601F,PISCINA SENSORIAL CUADRADA 150X150X50 CMS + 500 PELOTITAS,1,Pendiente,CONVENIO MARCO
2695,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,9224,MK-32F,RULO 80 x 60cms diÃ¡metro + CILINDRO (2 PIEZA),1,Pendiente,CONVENIO MARCO
2696,4191,7723,OT #13299 — MUESTRA PARA EL DIA MARTES 17-09-2024---Set,5091,MK-12G,SET PSICOMOTRICIDAD (3 PIEZAS) 170X50X30 CMS ALTO,1,Pendiente,CONVENIO MARCO
2698,4171,7726,OT #13264 — No hay,111,MK-08,SET FORMAS GEOMETRICAS GIGANTES 10 PIEZAS,1,Pendiente,CONVENIO MARCO - ANTERIORMENTE FIGURAS GEOMETRICAS
2699,4204,7730,OT #13334 — No hay,3600,MK-600_A, ESPEJO 102 X 61 CMS,1,Pendiente,CONVENIO MARCO
2701,4204,7730,OT #13334 — No hay,0,MK-07B ,ARCO DE ESTIMULACION 75x90x55 (3 pza),1,Pendiente,CONVENIO MARCO
2702,4204,7730,OT #13334 — No hay,737,MK-190,BOWLING GIGANTE (8 PIEZAS),1,Pendiente,CONVENIO MARCO
2703,4204,7730,OT #13334 — No hay,4277,MK-253,CAMINO CON TEXTURAS (5 PIEZAS),2,Pendiente,CONVENIO MARCO
2704,4204,7730,OT #13334 — No hay,10351,MK-13E,GIMNASIO MOVAMONOS 6 PIEZAS,1,Pendiente,CONVENIO MARCO
2705,4368,7732,OT #13650 — No hay,1312,MK-216,BANCA SUECA,2,Pendiente,
2708,4210,7736,OT #13345 — TIEMPO DE ENTREGA 15 DIAS HABILES,4500,MK-600C,ESPEJO CON PASAMANOS 130X70 CM,1,Pendiente,
2709,4209,7737,OT #13344 — No hay,10121,MK-600E,ESPEJO SIN PASAMANOS 130X70 CM,1,Pendiente,
2710,4208,7738,OT #13342 — No hay,10121,MK-600E,ESPEJO SIN PASAMANOS 130X70 CM,1,Pendiente,
2711,4207,7739,OT #13340 — No hay,10121,MK-600E,ESPEJO SIN PASAMANOS 130X70 CM,2,Pendiente,
2712,4206,7740,OT #13339 — No hay,10121,MK-600E,ESPEJO SIN PASAMANOS 130X70 CM,2,Pendiente,
2713,4215,7742,OT #13356 — No hay,4500,MK-600C,ESPEJO CON PASAMANOS 130X70 CM,1,Pendiente,
2714,4205,7741,OT #13338 — No hay,10121,MK-600E,ESPEJO SIN PASAMANOS 130X70 CM,1,Pendiente,
2716,4163,7743,OT #13238 — No hay,737,MK-190,BOWLING GIGANTE (8 PIEZAS),1,Pendiente,
2718,4184,7748,OT #13287 — No hay,4064,MK-307,"MURO ESCALADA 2.4x1,2 MT",1,Pendiente,CONVENIO MARCO
2720,4216,7760,OT #13360 — No hay,1023,MK-61,COLUMPIO VESTIBULADOR FLEXOR 1 PIEZA,1,Pendiente,COLOR CELESTE COMPLETO BASE Y FIERRO
2721,4216,7760,OT #13360 — No hay,1016,MK-59,COLUMPIO VESTIBULADOR ROLLO COLUMPIO - 1 PIEZA,1,Pendiente,COLOR VERDE PISTACHO
2722,4198,7765,OT #13312 — No hay,4500,MK-600C,ESPEJO CON PASAMANOS 130X70 CM,1,Pendiente,
2723,4341,7779,OT #13594 — No hay,3945,MK-430,SET 6 MANOS SENSORIALES CON TEXTURAS,3,Pendiente,CONVENIO MARCO
2724,4242,7786,OT #13414 — No hay,0,MK-07B ,ARCO DE ESTIMULACION 75x90x55 (3 pza),1,Pendiente,CONVENIO MARCO
2725,4242,7786,OT #13414 — No hay,737,MK-190,BOWLING GIGANTE (8 PIEZAS),1,Pendiente,CONVENIO MARCO
2727,4242,7786,OT #13414 — No hay,1023,MK-61,COLUMPIO VESTIBULADOR FLEXOR 1 PIEZA,1,Pendiente,CONVENIO MARCO
2728,4242,7786,OT #13414 — No hay,1019,MK-60,COLUMPIO VESTIBULADOR MUDADOR 90x60x10 CMS - 1 PIEZA,1,Pendiente,CONVENIO MARCO
2729,4242,7786,OT #13414 — No hay,377,MK-358,CUBO DE VESTIR,1,Pendiente,CONVENIO MARCO
2731,4242,7786,OT #13414 — No hay,8871,MK-507,JUEGO DE LANZAMIENTO,1,Pendiente,CONVENIO MARCO
2732,4242,7786,OT #13414 — No hay,1650,MK-601F,PISCINA SENSORIAL CUADRADA 150X150X50 CMS + 500 PELOTITAS,1,Pendiente,CONVENIO MARCO
2734,4197,7788,OT #13311 — No hay,10793,MK-330J,RAMPA CUÃ‘A 60X60X60,1,Pendiente,
2735,4233,7789,OT #13396 — No hay,1303,MK-144B,CAJA SENSORIAL,1,Pendiente,CONVENIO MARCO 
2736,4233,7789,OT #13396 — No hay,4277,MK-253,CAMINO CON TEXTURAS (5 PIEZAS),1,Pendiente,CONVENIO MARCO 
2737,4233,7789,OT #13396 — No hay,4349,MK-256,CUBO DE MOVIMIENTOS 30X30X30 CM,1,Pendiente,CONVENIO MARCO 
2738,4233,7789,OT #13396 — No hay,3412,MK-251,CUBO DIDÃCTICO DE CIERRES ,1,Pendiente,CONVENIO MARCO 
2739,4233,7789,OT #13396 — No hay,1028,MK-67,PLATO EQUILIBRIO ,1,Pendiente,CONVENIO MARCO 
2740,4233,7789,OT #13396 — No hay,3332,MK-41B,POUF PERA PREESCOLAR,1,Pendiente,CONVENIO MARCO - TAZLAN / OXFORD
2742,4233,7789,OT #13396 — No hay,3425,MK-222,SAQUITOS SENSORIAL OLFATIVO (6 PIEZAS),2,Pendiente,CONVENIO MARCO 
2745,4233,7789,OT #13396 — No hay,2930,MK-207,TABLA O SCOOTER DESLIZAMIENTO,1,Pendiente,CONVENIO MARCO 
2746,4211,7792,OT #13350 — No hay,10121,MK-600E,ESPEJO SIN PASAMANOS 130X70 CM,1,Pendiente,
2747,4194,7793,OT #13304 — No hay,3600,MK-600_A, ESPEJO 102 X 61 CMS,1,Pendiente,
2748,4194,7793,OT #13304 — No hay,3648,MK-49,ESCALA TRIPLE 60x60x50 CMS,1,Pendiente,
2751,4229,7805,OT #13391 — No hay,118,MK-12,CIRCUITO DE PSICOMOTRICIDAD 3 PIEZAS,1,Pendiente,CONVENIO MARCO - ANTERIORMENTE ERA EL CIRCUITO
2755,4275,7775,OT #13472 — No hay,737,MK-190,BOWLING GIGANTE (8 PIEZAS),34,Pendiente,CONVENIO MARCO
2756,4280,7811,OT #13479 — No hay,980,MK-30,CILINDRO CON ANILLOS,1,Pendiente,CONVENIO MARCO
2757,4280,7811,OT #13479 — No hay,1023,MK-61,COLUMPIO VESTIBULADOR FLEXOR 1 PIEZA,1,Pendiente,CONVENIO MARCO
2758,4280,7811,OT #13479 — No hay,4666,MK-65,ESPALDERA ESCALADA,2,Pendiente,CONVENIO MARCO
2759,4280,7811,OT #13479 — No hay,3965,MK-309,SET PISTA SENSORIALES,1,Pendiente,CONVENIO MARCO
2760,4227,7858,OT #13494 — No hay,9142,MK-268D,HAMACA O COLUMPIO SENSORIAL DE LYCRA,1,Pendiente,
2761,4264,7855,OT #13445 — TIEMPO DE ENTREGA 7 DIAS HABILES -,10362,MK-340J,JUEGO RAYUELA INFANTIL,2,Pendiente,"CONVENIO MARCO - CAJA 75X75 CM; TEJOS 15X15 CM "
2762,4220,7853,OT #13373 — No hay,1028,MK-67,PLATO EQUILIBRIO ,2,Pendiente,CONVENIO MARCO
2764,4284,7850,OT #13488 — TIEMPO DE ENTREGA 5 DIAS HABILES (ENTREGA 28-10-2024)---,2972,MK-198,TRAPECIO,1,Pendiente,
2765,4284,7850,OT #13488 — TIEMPO DE ENTREGA 5 DIAS HABILES (ENTREGA 28-10-2024)---,4839,MK-284,SCOOTER 6 RUEDAS,1,Pendiente,rectangular 6  ruedas
2766,4195,7835,OT #13305 — TIEMPO DE ENTREGA 5 DIAS HABILES,9142,MK-268D,HAMACA O COLUMPIO SENSORIAL DE LYCRA,1,Pendiente,
2769,4219,7859,OT #13368 — TIEMPO DE ENTREGA 5 DIAS HABILES-,5086,MK-293,KIT CUBOS 15X15 CM (8 PIEZAS),3,Pendiente,CONVENIO MARCO
2770,4248,7856,OT #13423 — No hay,9142,MK-268D,HAMACA O COLUMPIO SENSORIAL DE LYCRA,7,Pendiente,CONVENIO MARCO 
2771,4236,7862,OT #13402 — TIEMPO DE ENTREGA 7 DIAS HABILES -,10347,MK-268K,BANDA ELASTICA DE MOVIMIENTO,2,Pendiente,
2772,4236,7862,OT #13402 — TIEMPO DE ENTREGA 7 DIAS HABILES -,1303,MK-144B,CAJA SENSORIAL,1,Pendiente,
2773,4288,7864,OT #13499 — TIEMPO DE ENTREGA 7 DIAS HABILES-,7967,MK-107B,CIRCUITO PSICOMOTOR 10 PIEZAS (FREE KID),4,Pendiente,CONVENIO MARCO
2774,4807,7868,OT #14583 — TIEMPO DE ENTREGA 10 DIAS HABILES -,1023,MK-61,COLUMPIO VESTIBULADOR FLEXOR 1 PIEZA,1,Pendiente,CONVENIO MARCO
2775,4807,7868,OT #14583 — TIEMPO DE ENTREGA 10 DIAS HABILES -,9142,MK-268D,HAMACA O COLUMPIO SENSORIAL DE LYCRA,1,Pendiente,CONVENIO MARCO
2777,4251,7869,OT #13427 — No hay,2930,MK-207,TABLA O SCOOTER DESLIZAMIENTO,1,Pendiente,CONVENIO
2778,4218,7871,OT #13367 — TIEMPO DE ENTREGA 7 DIAS HABILES -,116,MK-10,CENTRO DE ESTIMULACION MOTRIZ,1,Pendiente,VENTA FALABELLA
2779,4212,7806,OT #13351 — No hay,1023,MK-61,COLUMPIO VESTIBULADOR FLEXOR 1 PIEZA,1,Pendiente,
2780,4212,7806,OT #13351 — No hay,1016,MK-59,COLUMPIO VESTIBULADOR ROLLO COLUMPIO - 1 PIEZA,1,Pendiente,
2782,4283,7899,OT #13487 — TIEMPO DE ENTREGA 5 DIAS HABILES -,3945,MK-430,SET 6 MANOS SENSORIALES CON TEXTURAS,3,Pendiente,CONVENIO MARCO -
2783,4283,7899,OT #13487 — TIEMPO DE ENTREGA 5 DIAS HABILES -,2423,MK-186,SET CUBOS DE TEXTURAS 10x10x10 CMS (6 PIEZAS),2,Pendiente,CONVENIO MARCO -
2784,4283,7899,OT #13487 — TIEMPO DE ENTREGA 5 DIAS HABILES -,2422,MK-185,SET CUBOS DE TEXTURAS 20x20x20 CMS (6 PIEZAS),1,Pendiente,CONVENIO MARCO -
2785,4406,7900,OT #13715 — No hay,8111,MK-217-B,BLOQUES DE CONSTRUCCION,25,Pendiente,CONVENIO MARCO
2801,4263,7910,OT #13443 — No hay,1023,MK-61,COLUMPIO VESTIBULADOR FLEXOR 1 PIEZA,1,Pendiente,VENTA FALABELLA
