decision_cliente,accion_requerida,codigo_normalizado,ejemplo_codigo_original,filas,pagos,cantidad_total,total_estimado,primera_fecha_doc,ultima_fecha_doc,muestras_pago_id,producto_destino_aprobado,comentario_cliente
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,3100000002246,3100000002246,3,3,25,266675,2022-06-09 00:00:00,2026-03-24 00:00:00,13833 | 16175 | 6991,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,310000002255,310000002255,3,3,20,853340,2022-10-19 00:00:00,2025-10-21 00:00:00,13675 | 15277 | 7675,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,310000002258,310000002258,3,3,6,297954,2022-09-01 00:00:00,2025-10-21 00:00:00,12017 | 15277 | 7525,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,3100002276,3100002276,3,3,20,779976,2021-03-19 00:00:00,2022-02-09 00:00:00,4805 | 6087 | 6174,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,31002205,31002205,3,3,24,851880,2020-08-07 00:00:00,2021-04-09 00:00:00,3906 | 3962 | 4871,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,31002247,31002247,3,3,15,214780,2021-01-07 00:00:00,2021-06-01 00:00:00,4673 | 4918 | 5073,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,31002251,31002251,3,3,11,307703,2021-01-07 00:00:00,2021-04-09 00:00:00,4548 | 4673 | 4871,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,31002258,31002258,3,3,8,430806,2021-04-09 00:00:00,2021-06-01 00:00:00,4867 | 4918 | 5073,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,31002263,31002263,3,3,18,964834,2020-07-07 00:00:00,2022-05-19 00:00:00,3831 | 4871 | 6797,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,31002525,31002525,3,3,29,2535325,2020-12-22 00:00:00,2021-01-07 00:00:00,4615 | 4616 | 4673,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,612060,612060,3,3,6,152400,2019-09-24 00:00:00,2022-02-02 00:00:00,2833 | 2834 | 6172,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,612063,612063,3,3,17,769199,2022-02-09 00:00:00,2022-04-01 00:00:00,6174 | 6446 | 6453,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,612073,612073,3,3,4,56160,2017-03-03 00:00:00,2019-08-26 00:00:00,2193 | 2679 | 91,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,6120901,6120901,3,3,6,609600,2019-09-24 00:00:00,2019-10-02 00:00:00,2829 | 2833 | 2834,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,612120,612120,3,3,62,1184200,2018-06-22 00:00:00,2020-01-31 00:00:00,1858 | 2697 | 3348,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,ADMIN100006,admin100006,3,3,3,34374,2019-02-08 00:00:00,2019-02-18 00:00:00,2012 | 2056 | 2087,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,ADMIN100009,ADMIN100009,3,3,3,161796,2019-03-10 00:00:00,2019-08-10 00:00:00,2091 | 2630 | 2661,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,ALGODONLYCRA,algodonlycra,3,3,14.52,107724.36,2020-10-01 00:00:00,2021-05-18 00:00:00,4105 | 4799 | 5019,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,BIS0320,BIS0320,3,3,10,91064,2024-01-12 00:00:00,2024-11-28 00:00:00,10993 | 11819 | 12836,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CAJASUPREMA,CAJASUPREMA,3,3,18,317502,2024-07-19 00:00:00,2024-09-05 00:00:00,12178 | 12219 | 12368,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CARTONCORRUGADO,CARTONCORRUGADO,3,3,127,196770,2021-08-02 00:00:00,2022-03-21 00:00:00,5331 | 6407 | 6408,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,COMISIONES,comisiones,3,3,3,143297,2019-01-29 00:00:00,2019-02-26 00:00:00,2054 | 2057 | 2058,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CREASABPAS,creasabpas,3,3,233.3,604427,2022-08-08 00:00:00,2024-06-11 00:00:00,11980 | 7339 | 7527,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,GABARDINA,GABARDINA,3,3,65,130850,2024-08-09 00:00:00,2024-09-23 00:00:00,12285 | 12426 | 12749,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,GUARDA,guarda,3,3,44,203368,2022-09-13 00:00:00,2024-06-06 00:00:00,11751 | 7542 | 7673,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGCUB110Â Â Â Â ,JUEGCUB110Â Â Â Â ,3,2,13,258570,2024-10-09 00:00:00,2024-10-09 00:00:00,12606 | 12607,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K10394,K10394,3,3,917,2292500,2024-10-15 00:00:00,2025-11-21 00:00:00,12582 | 15554 | 15555,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K10543,k10543,3,3,146.5,1002060,2024-10-07 00:00:00,2025-06-13 00:00:00,12614 | 14201 | 14253,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K11164,K11164,3,3,335,1223085,2024-11-07 00:00:00,2025-03-11 00:00:00,12705 | 13534 | 13642,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,KILOSCC,kiloscc,3,3,107,197950,2022-08-19 00:00:00,2024-09-04 00:00:00,12244 | 7451 | 7526,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,KITSEGURIDAD,kitseguridad,3,3,3,76097,2019-03-05 00:00:00,2019-07-05 00:00:00,2059 | 2558 | 2560,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LIJ0710,LIJ0710,3,3,30,14400,2024-06-26 00:00:00,2024-09-24 00:00:00,11966 | 12041 | 12424,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MDF0250,MDF0250,3,3,8,89408,2024-08-28 00:00:00,2024-10-04 00:00:00,12183 | 12305 | 12644,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MESAS01,MESAS01,3,3,36,1099184,2024-04-01 00:00:00,2025-01-06 00:00:00,11614 | 12321 | 13312,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,NAPAMETRO,NAPAMETRO,3,3,60,81240,2020-07-09 00:00:00,2021-05-07 00:00:00,3992 | 3993 | 4982,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLMDF0250,plmdf0250,3,2,5,71975,2022-08-12 00:00:00,2022-09-28 00:00:00,7443 | 7519,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLMDF0260,plmdf0260,3,3,5,76631,2022-08-19 00:00:00,2024-02-08 00:00:00,11216 | 7443 | 7517,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLTER130,plter130,3,3,4,127396,2022-09-08 00:00:00,2022-11-29 00:00:00,7610 | 7872 | 7949,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLTERO130,pltero130,3,3,9,281070,2022-08-03 00:00:00,2022-10-11 00:00:00,7426 | 7520 | 7732,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SPGRANULV1KILO,SPGRANULV1KILO,3,3,118,182310,2026-01-06 00:00:00,2026-02-03 00:00:00,15858 | 15973 | 16012,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TERO130,TERO130,3,3,9,235134,2025-04-29 00:00:00,2025-05-07 00:00:00,14080 | 14081 | 14093,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TOR0711,tor0711,3,3,8,13493,2024-05-29 00:00:00,2025-07-14 00:00:00,11679 | 12424 | 14603,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TOR0721,tor0721,3,3,7,16488,2024-03-28 00:00:00,2025-07-14 00:00:00,11260 | 11679 | 14603,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TOR0741,TOR0741,3,3,10,15065,2024-05-29 00:00:00,2024-10-07 00:00:00,11679 | 12424 | 12643,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TOR0771,TOR0771,3,3,6,15078,2024-02-06 00:00:00,2024-05-29 00:00:00,10989 | 10990 | 11679,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TOR0900,tor0900,3,3,108,399801,2024-05-29 00:00:00,2025-07-14 00:00:00,11679 | 14603 | 14605,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TORNILLO,tornillo,3,2,344,3752,2022-09-13 00:00:00,2022-09-26 00:00:00,7452 | 7542,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TUNEL24,tunel24,3,3,624,5656560,2020-03-16 00:00:00,2020-05-15 00:00:00,3616 | 3724 | 3734,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,UNIPERLON,uniperlon,3,2,24,140160,2022-09-06 00:00:00,2024-03-04 00:00:00,11065 | 7815,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,UNIPERLONBEIGE,UNIPERLONBEIGE,3,3,43,251120,2021-12-27 00:00:00,2024-03-04 00:00:00,11065 | 6037 | 6186,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,00019,00019,2,2,90,364320,2025-04-22 00:00:00,2025-09-01 00:00:00,13991 | 14982,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,00021,00021,2,2,80,323840,2025-04-22 00:00:00,2025-11-17 00:00:00,13991 | 15540,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,00109,00109,2,2,100,195000,2024-08-30 00:00:00,2025-01-06 00:00:00,12750 | 13263,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,051061000,051061000,2,2,73,82855,2025-05-19 00:00:00,2025-07-15 00:00:00,14179 | 14587,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,07V00002,07V00002,2,1,2,15126,2019-02-28 00:00:00,2019-02-28 00:00:00,2073,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1000,1000,2,2,100,98000,2019-04-24 00:00:00,2019-05-06 00:00:00,2229 | 2256,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1012,1012,2,2,200,69000,2019-04-24 00:00:00,2019-07-22 00:00:00,2229 | 2557,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1013,1013,2,2,30,56400,2021-03-15 00:00:00,2021-05-03 00:00:00,4769 | 4968,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,10226,10226,2,2,9,74508,2024-04-08 00:00:00,2024-12-02 00:00:00,11493 | 12970,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1-2/6,1-2/6,2,2,13,67136,2024-02-23 00:00:00,2024-09-24 00:00:00,11127 | 12425,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314023,1314023,2,2,16,67840,2018-03-01 00:00:00,2018-06-18 00:00:00,1395 | 1839,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314024,1314024,2,2,16,67840,2018-03-01 00:00:00,2018-06-18 00:00:00,1395 | 1839,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314029,1314029,2,2,14,20840,2017-01-18 00:00:00,2021-05-04 00:00:00,4942 | 7,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314061,1314061,2,2,2300,39100,2019-02-06 00:00:00,2019-04-24 00:00:00,1982 | 2229,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314086,1314086,2,1,12,58800,2019-02-25 00:00:00,2019-02-25 00:00:00,2088,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314087,1314087,2,1,12,58800,2019-02-25 00:00:00,2019-02-25 00:00:00,2088,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314090,1314090,2,1,9,44100,2019-02-25 00:00:00,2019-02-25 00:00:00,2088,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314156,1314156,2,2,77.88,229747.28,2017-02-01 00:00:00,2019-07-19 00:00:00,2540 | 43,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314160,1314160,2,2,27,6400,2017-02-08 00:00:00,2018-02-27 00:00:00,1380 | 60,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314166,1314166,2,2,18,3582,2017-02-09 00:00:00,2019-02-06 00:00:00,1981 | 63,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314203,1314203,2,2,3,8823,2018-01-31 00:00:00,2018-02-28 00:00:00,1467 | 1473,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314218,1314218,2,1,26,51669,2021-08-23 00:00:00,2021-08-23 00:00:00,5370,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314220,1314220,2,2,200,395000,2020-11-17 00:00:00,2022-05-09 00:00:00,4297 | 6771,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314223,1314223,2,2,10,89000,2021-05-03 00:00:00,2024-02-22 00:00:00,11130 | 4949,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314226,1314226,2,2,10,120800,2019-02-06 00:00:00,2021-05-03 00:00:00,1982 | 4949,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314228,1314228,2,2,68.1,80769.5,2019-02-06 00:00:00,2021-07-22 00:00:00,1980 | 5389,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314254,1314254,2,2,2,9780,2018-03-20 00:00:00,2018-03-26 00:00:00,1472 | 1501,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314256,1314256,2,2,18,44376,2021-01-13 00:00:00,2021-08-10 00:00:00,4573 | 5391,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314271,1314271,2,2,6,85600,2021-05-03 00:00:00,2022-01-10 00:00:00,4949 | 6080,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1314272,1314272,2,2,4,58800,2021-05-03 00:00:00,2022-01-10 00:00:00,4949 | 6080,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1324262,1324262,2,2,45,143550,2021-03-15 00:00:00,2021-05-03 00:00:00,4769 | 4968,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1324263,1324263,2,2,55,191850,2021-03-15 00:00:00,2021-08-23 00:00:00,4769 | 5371,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1326264,1326264,2,2,20,43800,2019-05-08 00:00:00,2022-04-13 00:00:00,2321 | 6498,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1326275,1326275,2,2,45,64188,2018-02-28 00:00:00,2019-03-20 00:00:00,1467 | 2148,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1326290,1326290,2,2,102,231060,2018-03-27 00:00:00,2019-02-07 00:00:00,1505 | 1986,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1-3/3,1-3/3,2,2,106,668012,2025-12-24 00:00:00,2026-01-29 00:00:00,15712 | 16015,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,13894,13894,2,2,200,179100,2024-11-28 00:00:00,2025-01-06 00:00:00,12847 | 13340,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1502,1502,2,2,2300,53100,2019-05-06 00:00:00,2024-02-22 00:00:00,11130 | 2256,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1935,1935,2,2,21,6933,2024-05-29 00:00:00,2024-11-25 00:00:00,11744 | 12824,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,1943,1943,2,2,40,8000,2022-09-29 00:00:00,2022-12-14 00:00:00,7730 | 8098,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,2011000002136,2011000002136,2,2,6,18246,2025-05-02 00:00:00,2025-12-05 00:00:00,14088 | 15655,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,2011000002198,2011000002198,2,2,17,32317,2025-12-05 00:00:00,2026-01-06 00:00:00,15655 | 15859,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,2011002140,2011002140,2,2,11,199067,2020-07-20 00:00:00,2021-12-16 00:00:00,3832 | 6063,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,2011002144,2011002144,2,2,14,475048,2021-03-19 00:00:00,2025-08-06 00:00:00,14747 | 4801,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,2011002153,2011002153,2,2,12,322944,2021-01-26 00:00:00,2021-03-19 00:00:00,4549 | 4805,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,2011002198,2011002198,2,2,6,25452,2020-11-11 00:00:00,2025-08-06 00:00:00,14745 | 4259,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,20112126,20112126,2,2,32,405814,2021-04-09 00:00:00,2021-06-01 00:00:00,4871 | 5072,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,20401,20401,2,2,8,103600,2025-12-31 00:00:00,2026-02-03 00:00:00,15874 | 16003,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,2758253,2758253,2,2,7,142289,2024-11-06 00:00:00,2024-11-15 00:00:00,12648 | 12734,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,30101,30101,2,2,8,26544,2025-12-31 00:00:00,2026-02-03 00:00:00,15874 | 16003,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,30102,30102,2,2,9,35392,2024-08-30 00:00:00,2025-12-31 00:00:00,12750 | 15874,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,30108,30108,2,2,8,26544,2025-12-31 00:00:00,2026-02-03 00:00:00,15874 | 16003,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,30202,30202,2,2,10,71665,2024-08-30 00:00:00,2025-12-31 00:00:00,12750 | 15874,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,30209,30209,2,2,9,55287,2025-12-31 00:00:00,2026-02-03 00:00:00,15874 | 16003,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,310000000,310000000,2,2,18,380664,2022-08-27 00:00:00,2022-09-01 00:00:00,7523 | 7524,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,3100000002219,3100000002219,2,2,10,119480,2025-02-05 00:00:00,2025-12-19 00:00:00,13440 | 15881,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,3100000002234,3100000002234,2,2,6,358158,2022-04-22 00:00:00,2022-06-29 00:00:00,6788 | 7343,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,3100002272,3100002272,2,2,9,209772,2021-03-19 00:00:00,2022-01-18 00:00:00,4805 | 6087,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,31001830,31001830,2,2,35,2140950,2020-10-07 00:00:00,2020-11-20 00:00:00,4127 | 4346,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,31002228,31002228,2,2,3,282956,2020-01-14 00:00:00,2022-02-25 00:00:00,3411 | 6324,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,31002230,31002230,2,2,8,655380,2020-09-08 00:00:00,2021-01-26 00:00:00,4042 | 4548,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,31002243,31002243,2,2,22,77524,2021-04-09 00:00:00,2022-07-22 00:00:00,4871 | 7098,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,31002264,31002264,2,2,7,611975,2020-12-07 00:00:00,2021-04-09 00:00:00,4343 | 4867,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,31002268,31002268,2,2,32,143008,2020-05-15 00:00:00,2020-06-12 00:00:00,3734 | 3828,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,327700,327700,2,2,2,25192,2024-11-04 00:00:00,2024-11-06 00:00:00,12648 | 12653,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,4045268,4045268,2,2,25,124750,2024-08-23 00:00:00,2024-11-07 00:00:00,12463 | 12739,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,4140,4140,2,2,2,159662,2022-09-06 00:00:00,2022-09-29 00:00:00,7497 | 7730,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,50111,50111,2,2,3000,72000,2024-08-30 00:00:00,2025-12-31 00:00:00,12750 | 15874,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,612053,612053,2,2,15,114300,2019-05-16 00:00:00,2019-05-20 00:00:00,2299 | 2301,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,612055,612055,2,2,6,76200,2019-08-07 00:00:00,2019-09-27 00:00:00,2606 | 2829,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,6120900,6120900,2,2,6,628800,2019-09-10 00:00:00,2019-09-12 00:00:00,2775 | 2780,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,612098,612098,2,2,4,239760,2019-12-20 00:00:00,2019-12-20 00:00:00,3059 | 3111,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,612129,612129,2,2,23,661250,2019-09-06 00:00:00,2019-09-27 00:00:00,2751 | 2829,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,6545,6545,2,1,2,15704,2022-12-14 00:00:00,2022-12-14 00:00:00,8098,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,6925582193626,6925582193626,2,2,4,62655,2024-11-08 00:00:00,2024-11-13 00:00:00,12687 | 12688,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,7809601108558,7809601108558,2,2,4,25176,2024-11-08 00:00:00,2024-11-20 00:00:00,12687 | 12760,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,8768099,8768099,2,2,2,55444,2024-11-12 00:00:00,2024-11-26 00:00:00,12682 | 12837,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,ADMIN1000007,ADMIN1000007,2,2,2,50833,2019-04-26 00:00:00,2019-04-29 00:00:00,2239 | 2315,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,ADMIN100010,ADMIN100010,2,2,2,5794769,2019-05-31 00:00:00,2019-06-28 00:00:00,2424 | 2496,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,ALMUERZO,ALMUERZO,2,2,2,71012,2019-04-02 00:00:00,2019-05-06 00:00:00,2310 | 2311,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,AN,AN,2,2,43,101910,2022-09-13 00:00:00,2022-09-29 00:00:00,7404 | 7420,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,ARPILLERA,arpillera,2,2,30,32760,2020-08-21 00:00:00,2020-09-16 00:00:00,3991 | 4056,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,BISPIANO,BISPIANO,2,2,8,43160,2021-01-13 00:00:00,2021-01-13 00:00:00,4573 | 4575,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CAJAPRAGA,CAJAPRAGA,2,2,18,196488,2024-09-05 00:00:00,2024-09-25 00:00:00,12219 | 12434,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CAREC001,CAREC001,2,2,94,209338,2019-06-06 00:00:00,2019-06-07 00:00:00,2536 | 2537,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CHO0030,CHO0030,2,1,2,10522,2019-04-02 00:00:00,2019-04-02 00:00:00,2104,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CINT5POLIENEGRR,CINT5POLIENEGRR,2,2,8,76800,2021-05-03 00:00:00,2021-05-31 00:00:00,4968 | 5070,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CREASABOSC,CREASABOSC,2,2,130,375700,2022-08-08 00:00:00,2025-06-10 00:00:00,14591 | 7339,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CREAULTRA,creaultra,2,2,202.5,309825,2022-08-08 00:00:00,2025-09-17 00:00:00,15083 | 7339,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CRIANZA,crianza,2,2,24,320664,2022-09-22 00:00:00,2022-12-01 00:00:00,7465 | 7980,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,DISCURSO,DISCURSO,2,2,2,97476,2022-11-21 00:00:00,2022-11-21 00:00:00,7932 | 7960,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FFSZ-FT-5ST,FFSZ-FT-5ST,2,2,16,120092,2018-02-15 00:00:00,2018-06-12 00:00:00,1322 | 1800,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FIBRA,FIBRA,2,2,40,95600,2024-01-02 00:00:00,2024-01-15 00:00:00,11210 | 11238,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,GAMUZA,gamuza,2,2,135.2,350168,2022-09-20 00:00:00,2025-06-26 00:00:00,14588 | 7429,"",""
