decision_cliente,accion_requerida,codigo_normalizado,ejemplo_codigo_original,filas,pagos,cantidad_total,total_estimado,primera_fecha_doc,ultima_fecha_doc,muestras_pago_id,producto_destino_aprobado,comentario_cliente
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MOLAINLAE005032,MOLAINLAE005032,1,1,3,5520,2024-07-03 00:00:00,2024-07-03 00:00:00,11826,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MOLAINLAE005502,MOLAINLAE005502,1,1,3,5520,2024-07-03 00:00:00,2024-07-03 00:00:00,11826,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MOLAINLAE006402,MOLAINLAE006402,1,1,3,5520,2024-07-03 00:00:00,2024-07-03 00:00:00,11826,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MOLAINLAE008902,MOLAINLAE008902,1,1,3,5520,2024-07-03 00:00:00,2024-07-03 00:00:00,11826,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MOSQUETON10MM,MOSQUETON10MM,1,1,48,16800,2020-08-11 00:00:00,2020-08-11 00:00:00,3954,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MTS,mts,1,1,10,32770,2022-09-28 00:00:00,2022-09-28 00:00:00,7490,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MTSCHIPO,MTSCHIPO,1,1,5,13655,2021-05-07 00:00:00,2021-05-07 00:00:00,4982,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MUNDT0001,MUNDT0001,1,1,4,84000,2024-04-30 00:00:00,2024-04-30 00:00:00,11624,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MW4266,MW4266,1,1,1,11756,2022-07-27 00:00:00,2022-07-27 00:00:00,7224,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MW8130,MW8130,1,1,2,20152,2022-07-27 00:00:00,2022-07-27 00:00:00,7224,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MXBALREB4,MXBALREB4,1,1,2,23980,2024-06-24 00:00:00,2024-06-24 00:00:00,11917,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,NIPLE,NIPLE,1,1,1,1597,2024-06-03 00:00:00,2024-06-03 00:00:00,11748,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,OMEGA,OMEGA,1,1,10,1680,2024-02-08 00:00:00,2024-02-08 00:00:00,11220,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PAFOT001,pafot001,1,1,10,20170,2019-07-19 00:00:00,2019-07-19 00:00:00,2534,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PAHIG001,pahig001,1,1,1,10082,2019-07-19 00:00:00,2019-07-19 00:00:00,2534,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PALETIZADOR,PALETIZADOR,1,1,18,68040,2021-05-11 00:00:00,2021-05-11 00:00:00,4970,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PAP100,pap100,1,1,40,3552800,2019-02-27 00:00:00,2019-02-27 00:00:00,2039,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PATRIOTA,PATRIOTA,1,1,55,103400,2020-08-11 00:00:00,2020-08-11 00:00:00,3954,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PCG110,PCG110,1,1,30,21000,2022-09-20 00:00:00,2022-09-20 00:00:00,7624,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PERLON60VERDE,perlon60verde,1,1,3,17010,2020-09-16 00:00:00,2020-09-16 00:00:00,4056,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PERLONGRANDE,PERLONGRANDE,1,1,35,230895,2024-08-29 00:00:00,2024-08-29 00:00:00,12182,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PERNO8X5,PERNO8X5,1,1,100,21000,2022-01-24 00:00:00,2022-01-24 00:00:00,6010,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PERNOHEX,PERNOHEX,1,1,10,8910,2024-06-06 00:00:00,2024-06-06 00:00:00,11751,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PERNOOJO,PERNOOJO,1,1,6,12102,2024-06-06 00:00:00,2024-06-06 00:00:00,11751,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PERNOS,pernos,1,1,100,26900,2022-08-17 00:00:00,2022-08-17 00:00:00,7540,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PICAPORTE,PICAPORTE,1,1,2,3176,2024-02-08 00:00:00,2024-02-08 00:00:00,11220,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PIETEFLON,pieteflon,1,1,4,11764,2022-08-05 00:00:00,2022-08-05 00:00:00,7498,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PIN1220,PIN1220,1,1,5,37185,2024-03-20 00:00:00,2024-03-20 00:00:00,11254,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PIN1270,PIN1270,1,1,3,77520,2024-07-25 00:00:00,2024-07-25 00:00:00,11821,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PIN1390,PIN1390,1,1,6,18402,2024-02-13 00:00:00,2024-02-13 00:00:00,10990,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PINO2X3,PINO2X3,1,1,1,5034,2021-08-20 00:00:00,2021-08-20 00:00:00,5388,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PL0250,PL0250,1,1,0,0,2022-09-28 00:00:00,2022-09-28 00:00:00,7443,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLACILLA,PLACILLA,1,1,30,40500,2021-08-02 00:00:00,2021-08-02 00:00:00,5331,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLENA,plena,1,1,20,401680,2022-12-01 00:00:00,2022-12-01 00:00:00,7980,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLMDDF0260,PLMDDF0260,1,1,1,16723,2024-03-01 00:00:00,2024-03-01 00:00:00,11055,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLMDFO250,plmdfo250,1,1,1,9168,2022-08-19 00:00:00,2022-08-19 00:00:00,7517,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLMOF0260,plmof0260,1,1,1,14395,2022-08-12 00:00:00,2022-08-12 00:00:00,7516,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLTER0150,plter0150,1,1,1,19487,2022-08-05 00:00:00,2022-08-05 00:00:00,7522,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLTERC0130,plterc0130,1,1,1,31849,2022-09-08 00:00:00,2022-09-08 00:00:00,7610,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLTERC0393,plterc0393,1,1,2,90588,2022-09-08 00:00:00,2022-09-08 00:00:00,7610,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLTERC130,plterc130,1,1,2,63698,2022-08-12 00:00:00,2022-08-12 00:00:00,7516,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLTERC.ESTRUCTURAL15MM,PLTERC.ESTRUCTURAL15MM,1,1,3,95544,2022-09-27 00:00:00,2022-09-27 00:00:00,7438,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLTERCMASTERX16MM,pltercmasterx16mm,1,1,1,45529,2022-09-08 00:00:00,2022-09-08 00:00:00,7610,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLTERO0130,pltero0130,1,1,3,95547,2022-08-05 00:00:00,2022-08-05 00:00:00,7522,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PLUSH,PLUSH,1,1,5,20965,2024-02-29 00:00:00,2024-02-29 00:00:00,11131,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PN1420,pn1420,1,1,2,19142,2022-08-19 00:00:00,2022-08-19 00:00:00,7517,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,POLOREST,POLOREST,1,1,16.84,99187.6,2022-09-20 00:00:00,2022-09-20 00:00:00,7429,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,POPCOL2,POPCOL2,1,1,55,47300,2021-05-03 00:00:00,2021-05-03 00:00:00,4967,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,POPCOL9,POPCOL9,1,1,108,91368,2024-12-30 00:00:00,2024-12-30 00:00:00,13063,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,POPELINA,POPELINA,1,1,55,82720,2025-11-21 00:00:00,2025-11-21 00:00:00,15538,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PR/00577,PR/00577,1,1,3,37500,2020-09-04 00:00:00,2020-09-04 00:00:00,4038,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PR/00757,PR/00757,1,1,4,243632,2019-07-05 00:00:00,2019-07-05 00:00:00,2489,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PR00RT-100,PR00RT-100,1,1,1,126042,2024-12-04 00:00:00,2024-12-04 00:00:00,12971,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PRENSACROSSBY,PRENSACROSSBY,1,1,15,17145,2024-05-17 00:00:00,2024-05-17 00:00:00,11749,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PRO3229,pro3229,1,1,6,131484,2022-08-19 00:00:00,2022-08-19 00:00:00,7518,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PSCZZCOR4P,PSCZZCOR4P,1,1,1,84025,2024-12-04 00:00:00,2024-12-04 00:00:00,12971,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,PT-EV0054,pt-ev0054,1,1,3,26472,2019-02-11 00:00:00,2019-02-11 00:00:00,1998,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,R5948,R5948,1,1,1,84025,2024-10-10 00:00:00,2024-10-10 00:00:00,12723,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,RET10000,RET10000,1,1,6,3336,2025-05-26 00:00:00,2025-05-26 00:00:00,14169,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SAGU0001,SAGU0001,1,1,1,31933,2019-02-26 00:00:00,2019-02-26 00:00:00,2043,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SALASIRIO10,SALASIRIO10,1,1,1,119748,2022-08-12 00:00:00,2022-08-12 00:00:00,7603,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SANANDO,sanando,1,1,16,321344,2022-12-01 00:00:00,2022-12-01 00:00:00,7980,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SEÃ‘ALETICA,SEÃ‘ALETICA,1,1,4,6688,2024-01-31 00:00:00,2024-01-31 00:00:00,10931,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SEL5452,SEL5452,1,1,5,21010,2019-10-10 00:00:00,2019-10-10 00:00:00,2951,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SESGOROLLO,SESGOROLLO,1,1,5,13025,2024-03-05 00:00:00,2024-03-05 00:00:00,11084,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SET4TIETERES,SET4TIETERES,1,1,1,9530,2022-08-19 00:00:00,2022-08-19 00:00:00,7594,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SGOEL2,SGOEL2,1,1,1,8000,2021-03-15 00:00:00,2021-03-15 00:00:00,4772,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SIERRA,sierra,1,1,1,39328,2022-12-09 00:00:00,2022-12-09 00:00:00,8096,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SILL001,SILL001,1,1,2,28234,2024-01-18 00:00:00,2024-01-18 00:00:00,11029,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SILLASFORMALITA,SILLASFORMALITA,1,1,15,289905,2024-08-29 00:00:00,2024-08-29 00:00:00,12240,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SOBERBIO,soberbio,1,1,144,4896,2022-09-13 00:00:00,2022-09-13 00:00:00,7542,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SODI2968355,SODI2968355,1,1,1,83513,2019-06-27 00:00:00,2019-06-27 00:00:00,2469,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SODIMAC226211,SODIMAC226211,1,1,1,3521,2018-02-08 00:00:00,2018-02-08 00:00:00,1317,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SODIMAC83291,sodimac83291,1,1,1,139411,2018-02-08 00:00:00,2018-02-08 00:00:00,1317,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SOLVENTE-PR00718,SOLVENTE-PR00718,1,1,2,19140,2020-09-08 00:00:00,2020-09-08 00:00:00,4035,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,SOP0490,SOP0490,1,1,25,2050,2024-10-17 00:00:00,2024-10-17 00:00:00,12631,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,STRECH,STRECH,1,1,12,51480,2021-11-22 00:00:00,2021-11-22 00:00:00,5887,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,STRECHFILMNEGRO,STRECHFILMNEGRO,1,1,1,6290,2021-11-22 00:00:00,2021-11-22 00:00:00,5887,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,STRETCHFILTRANSPARENTE,STRETCHFILTRANSPARENTE,1,1,366,1061400,2024-08-26 00:00:00,2024-08-26 00:00:00,12243,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,T-60.18,T-60.18,1,1,5,27500,2025-05-13 00:00:00,2025-05-13 00:00:00,14103,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,T60.367.80GRS,T60.367.80GRS,1,1,5,15125,2025-05-13 00:00:00,2025-05-13 00:00:00,14103,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,T-60.44,T-60.44,1,1,5,27500,2025-05-13 00:00:00,2025-05-13 00:00:00,14103,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,T-60.73,T-60.73,1,1,25,137500,2025-05-13 00:00:00,2025-05-13 00:00:00,14103,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,T60BANCO80G,T60BANCO80G,1,1,6,18150,2025-05-13 00:00:00,2025-05-13 00:00:00,14103,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,T60NEGRO80G,T60NEGRO80G,1,1,4,12100,2025-05-13 00:00:00,2025-05-13 00:00:00,14103,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TAP0041,TAP0041,1,1,4,1004,2024-10-25 00:00:00,2024-10-25 00:00:00,12638,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TCH,TCH,1,1,12,47400,2022-09-29 00:00:00,2022-09-29 00:00:00,7404,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TELA,tela,1,1,32,161344,2022-08-24 00:00:00,2022-08-24 00:00:00,7530,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TER0485,TER0485,1,1,2,31916,2024-11-26 00:00:00,2024-11-26 00:00:00,12834,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,"TERCIADOMUEB1,5","TERCIADOMUEB1,5",1,1,8,281680,2021-08-17 00:00:00,2021-08-17 00:00:00,5332,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TERMOPOL,TERMOPOL,1,1,8,102592,2024-01-05 00:00:00,2024-01-05 00:00:00,11224,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TEVINIL,TEVINIL,1,1,22,42306,2020-11-17 00:00:00,2020-11-17 00:00:00,4297,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TIJERADESASTRE8PULGADA,tijeradesastre8pulgada,1,1,1,8395,2022-12-14 00:00:00,2022-12-14 00:00:00,8098,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TIMBRES,TIMBRES,1,1,1,140000,2020-08-19 00:00:00,2020-08-19 00:00:00,3982,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,"TIPTOP2,5CMS","TIPTOP2,5CMS",1,1,100,4800,2021-07-22 00:00:00,2021-07-22 00:00:00,5329,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TIRADORES,TIRADORES,1,1,1,7983,2022-09-26 00:00:00,2022-09-26 00:00:00,7626,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TOPE,TOPE,1,1,4,4368,2024-06-06 00:00:00,2024-06-06 00:00:00,11751,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TOR0781,TOR0781,1,1,2,5800,2024-09-24 00:00:00,2024-09-24 00:00:00,12424,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TORNILLO6X15X8,tornillo6x15x8,1,1,100,1700,2022-09-26 00:00:00,2022-09-26 00:00:00,7452,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TORNILLOTIRAFONDO,TORNILLOTIRAFONDO,1,1,45,13050,2021-08-27 00:00:00,2021-08-27 00:00:00,5387,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TORNILLOVOLCANITA,TORNILLOVOLCANITA,1,1,100,1300,2024-05-17 00:00:00,2024-05-17 00:00:00,11749,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TORNILLOYESCARCRSZ8X4,TORNILLOYESCARCRSZ8X4,1,1,4,27684,2021-01-11 00:00:00,2021-01-11 00:00:00,4559,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TRAMPSDM001,TRAMPSDM001,1,1,6,129000,2019-08-06 00:00:00,2019-08-06 00:00:00,2618,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TUBO13/4,TUBO13/4,1,1,2,23362,2024-03-13 00:00:00,2024-03-13 00:00:00,11102,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,TUNEL21,tunel21,1,1,48,409920,2020-03-16 00:00:00,2020-03-16 00:00:00,3615,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,UNION,UNION,1,1,20,33440,2024-06-03 00:00:00,2024-06-03 00:00:00,11748,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,UNIPERLON60BEIGE,UNIPERLON60BEIGE,1,1,5,29200,2022-01-13 00:00:00,2022-01-13 00:00:00,5889,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,UNIPERLON60ROJO,UNIPERLON60ROJO,1,1,1,5840,2022-01-13 00:00:00,2022-01-13 00:00:00,5889,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,UNIPERLONAZUL,UNIPERLONAZUL,1,1,10,58400,2022-01-13 00:00:00,2022-01-13 00:00:00,5889,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,UNPIN1400,UNPIN1400,1,1,1,5115,2022-11-02 00:00:00,2022-11-02 00:00:00,7872,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,UNPN1390,unpn1390,1,1,6,20724,2022-12-06 00:00:00,2022-12-06 00:00:00,8151,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VELC250000BEIR,VELC250000BEIR,1,1,5,24580,2024-02-22 00:00:00,2024-02-22 00:00:00,11130,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VELC250000ROJR,VELC250000ROJR,1,1,5,24580,2024-02-22 00:00:00,2024-02-22 00:00:00,11130,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VELC500000BEIR,VELC500000BEIR,1,1,5,45500,2024-02-22 00:00:00,2024-02-22 00:00:00,11130,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VELC500000GRISR,VELC500000GRISR,1,1,5,43500,2021-05-03 00:00:00,2021-05-03 00:00:00,4968,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VELC500000ROJR,VELC500000ROJR,1,1,5,45500,2024-02-22 00:00:00,2024-02-22 00:00:00,11130,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VELC5GRISR,VELC5GRISR,1,1,5,43500,2021-07-22 00:00:00,2021-07-22 00:00:00,5364,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VELCRO2.5CMBLANCO,VELCRO2.5CMBLANCO,1,1,20,98320,2024-05-24 00:00:00,2024-05-24 00:00:00,11742,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VELCRO5.0CMROJO,VELCRO5.0CMROJO,1,1,5,45500,2024-05-24 00:00:00,2024-05-24 00:00:00,11742,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VELOUR,VELOUR,1,1,24,56472,2024-07-22 00:00:00,2024-07-22 00:00:00,11823,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VIPUGREEN,VIPUGREEN,1,1,3,12354,2025-02-10 00:00:00,2025-02-10 00:00:00,13451,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VIPULBLACK,vipulblack,1,1,14,57652,2024-11-05 00:00:00,2024-11-05 00:00:00,12667,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VIPULEMON,VIPULEMON,1,1,3,12354,2025-02-10 00:00:00,2025-02-10 00:00:00,13451,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VIPURED,VIPURED,1,1,3,12354,2025-02-10 00:00:00,2025-02-10 00:00:00,13451,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VIPUROBL,VIPUROBL,1,1,3,12354,2025-02-10 00:00:00,2025-02-10 00:00:00,13451,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,VIPUSKBLUE2,VIPUSKBLUE2,1,1,3,12354,2025-02-10 00:00:00,2025-02-10 00:00:00,13451,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,YN,YN,1,1,45,99540,2022-09-29 00:00:00,2022-09-29 00:00:00,7404,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,YOYMI,yoymi,1,1,35,320600,2022-12-01 00:00:00,2022-12-01 00:00:00,7982,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,YOYMIAUTOESTIMA,yoymiautoestima,1,1,35,320600,2022-12-01 00:00:00,2022-12-01 00:00:00,8251,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,YOYMIS,yoymis,1,1,35,320600,2022-12-01 00:00:00,2022-12-01 00:00:00,7982,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,YOYMISPENSAMIENTO,yoymispensamiento,1,1,35,320600,2022-12-01 00:00:00,2022-12-01 00:00:00,7982,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,YOYMISPENSAMIENTOS,yoymispensamientos,1,1,35,320600,2022-12-01 00:00:00,2022-12-01 00:00:00,8251,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,ZVCOL0290,ZVCOL0290,1,1,4,1648,2024-10-25 00:00:00,2024-10-25 00:00:00,12638,"",""
